UNIVERSIDADE DE SAO PAULO;34731
UNIVERSIDADE ESTADUAL PAULISTA;13767
UNIVERSIDADE ESTADUAL DE CAMPINAS;12347
UNIVERSIDADE FEDERAL DE SAO PAULO ;5684
UNIVERSIDADE FEDERAL DE SAO CARLOS;4774
