UNIVERSIDADE DE SAO PAULO;16056
UNIVERSIDADE ESTADUAL PAULISTA;7466
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;7180
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;7056
UNIVERSIDADE ESTADUAL DE CAMPINAS;6528
UNIVERSIDADE FEDERAL DE MINAS GERAIS;6488
UNIVERSIDADE FEDERAL DE SANTA CATARINA;4232
UNIVERSIDADE FEDERAL DO PARANA;4132
EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA ;3372
UNIVERSIDADE FEDERAL DE VICOSA;3228
