UNIVERSIDADE DE SAO PAULO;11290
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;6042
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;5604
UNIVERSIDADE FEDERAL DE MINAS GERAIS;5502
UNIVERSIDADE ESTADUAL PAULISTA;5028
UNIVERSIDADE ESTADUAL DE CAMPINAS;4812
UNIVERSIDADE FEDERAL DE SANTA CATARINA;3263
UNIVERSIDADE FEDERAL DO PARANA;3113
UNIVERSIDADE FEDERAL DE VICOSA;2703
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2610
