UNIVERSIDADE DE SAO PAULO;10417
UNIVERSIDADE ESTADUAL PAULISTA;4846
UNIVERSIDADE ESTADUAL DE CAMPINAS;4352
UNIVERSIDADE FEDERAL DE SAO CARLOS;2160
UNIVERSIDADE FEDERAL DE SAO PAULO ;1973
