USP;41947
UFRJ;16898
Unicamp;15978 
Unesp;14844
UFRGS;13808 
UFMG;13668
UFSC;7539
Fiocruz;7480 
UFPR;7397 
UERJ;6864 
EMBRAPA;6776 
UNIFESP;6670
UFSCar;6448 
UFPE;6439 
UFV;5761
UFC;5434 
UnB;5413
UFSM;5063 
UFF;4877
