UNIVERSIDADE DE SAO PAULO;8084
UNIVERSIDADE ESTADUAL PAULISTA;3690
UNIVERSIDADE ESTADUAL DE CAMPINAS;3543
UNIVERSIDADE FEDERAL DE SAO CARLOS;1783
UNIVERSIDADE FEDERAL DE SAO PAULO ;1533
